id,q1,q2,q3,q4,q10a,q10b,q10c,q10d,q10e,q10f,q10g,Q11,Q12,Q13,Q14,Q15,Q16,Q17,PC_1,PC_2,PC_3
765,1,2,#NULL!,7,1,1,2,3,4,3,3,2,4,0,1,2,1,2,0.3533640958,-0.8459262829,-0.7930224852
414,1,2,#NULL!,7,2,4,4,2,3,3,4,5,5,5,1,2,1,2,0.2147784753,-0.2997273837,1.095649366
792,1,6,6,7,2,2,3,3,2,4,4,3,6,50,1,1,1,2,0.2780733953,-0.4373907126,0.07969703799
793,1,6,5,7,2,2,1,1,3,3,3,2,5,60,6,1,2,2,-0.2767573354,-0.4192367261,-1.274046577
943,1,6,6,6,3,4,4,5,4,9,2,0,2,5,1,2,1,2,1.722267106,1.916498572,1.138577718
1023,1,6,4,9,2,3,1,5,3,5,3,0,8,70,6,2,1,2,0.8742767181,0.6804039483,-0.3112233513
1021,1,6,3,6,5,5,1,2,5,2,1,10,2,0,1,2,2,2,0.07533645127,1.517474103,0.0470914805
915,1,5,1,7,4,1,2,2,4,2,2,10,5,0,5,2,2,2,0.01412693457,-0.1273454994,-0.8591934441
843,1,2,#NULL!,3,3,2,5,4,5,4,4,0,9,0,1,2,1,2,1.613463673,0.05513061556,1.017771104
845,1,2,#NULL!,7,3,1,1,2,5,1,2,0,3,0,1,2,1,2,2.620522292e-07,-0.2886336433,-1.376747434
895,1,6,2,3,5,3,2,2,4,4,3,0,3,20,9,2,2,2,0.7206031039,1.106484055,-0.2973558149
1033,1,6,3,7,1,3,4,5,5,3,1,0,3,0,1,2,2,2,0.4226892592,0.1823757494,1.066109228
1031,1,6,6,7,2,1,1,3,4,5,1,0,99,0,4,1,1,2,0.9531533813,1.091902858,-3.157965761
1032,1,6,6,9,2,5,2,5,1,1,1,0,3,0,1,1,2,2,-1.258891204,0.680369194,1.178105685
1173,1,6,3,7,1,2,1,5,5,5,3,40,7,70,1,1,1,2,1.648307598,-0.8150160285,-0.3201134211
1175,1,3,#NULL!,8,3,1,2,3,3,5,3,0,4,0,1,2,1,2,0.589345297,0.1779421491,-0.8772481735
692,1,6,2,6,4,5,2,4,4,4,2,0,1,0,1,2,2,2,0.651653885,1.673999022,0.7674261765
693,1,6,3,7,2,3,4,3,3,4,2,10,4,5,1,2,1,2,0.009763208663,-0.02505360706,0.8295580333
631,1,6,4,6,1,3,2,4,4,5,5,5,99,95,6,1,1,2,2.273895379,0.4156203426,-1.516948647
632,1,6,6,7,2,1,2,2,4,4,1,0,7,60,3,1,1,2,-0.1464574344,0.009991302823,-1.249755045
633,1,5,#NULL!,7,4,1,2,5,3,2,1,0,99,10,3,2,1,2,0.6243372584,1.322581878,-1.982406543
634,1,6,1,7,3,2,4,4,5,5,5,0,2,0,1,2,2,2,2.05764692,0.06302494866,0.6702484405
635,1,6,5,6,3,1,2,4,3,4,5,10,6,0,1,2,1,2,1.267692958,-0.5021433279,-0.4007098994
1312,1,6,2,6,2,3,5,4,2,4,2,10,9,70,1,1,2,2,-0.1015896144,0.001910052306,1.449432273
1313,1,6,4,7,2,2,2,2,3,3,4,5,8,75,1,1,1,2,0.2615879912,-0.633275415,-0.5667138969
1315,1,6,3,6,2,2,2,2,4,1,4,8,6,70,1,2,2,2,0.2196348781,-1.033770895,-0.3951414322
233,1,6,4,7,3,1,5,4,4,1,1,0,8,80,1,1,1,2,-0.2244650851,-0.2016420238,0.7609271093
234,1,2,#NULL!,6,1,3,3,2,1,1,1,0,4,20,1,2,1,2,-1.901426999,-0.5512402999,0.2752500548
554,1,2,#NULL!,6,2,3,4,1,1,1,1,0,4,0,1,2,1,2,-1.989344837,-0.4030209725,0.545084513
131,1,2,#NULL!,8,2,1,2,2,3,4,3,0,5,0,1,2,1,2,0.1113542804,-0.4260455456,-1.051025846
133,1,6,7,9,4,2,2,2,4,4,1,0,6,100,1,1,1,2,0.03784822335,0.9227686585,-0.8420285194
134,1,2,#NULL!,6,2,4,1,5,5,5,4,0,4,0,1,2,1,2,1.824733294,0.7927521577,0.0864610976
1141,1,6,2,7,3,3,4,4,4,4,2,0,3,0,1,2,1,2,0.5929099544,0.686543465,0.9294885598
1143,1,6,7,7,3,1,5,1,1,1,1,0,4,30,1,1,1,2,-1.859875779,-0.6641263839,0.3268044623
1144,1,2,#NULL!,6,3,1,1,5,5,5,5,0,2,0,2,2,1,2,2.258583527,0.1465631678,-0.8408540874
484,1,2,#NULL!,6,3,1,1,2,4,1,3,5,4,0,3,2,1,2,-0.003918416279,-0.6323062566,-1.238473704
485,1,6,6,7,1,1,2,1,2,1,1,0,5,90,11,1,1,2,-1.717495755,-1.04531667,-1.144571631
543,1,6,7,6,2,4,1,1,4,4,1,0,4,60,1,1,1,2,-0.4013195391,0.7314466536,-0.8187423245
544,1,5,5,8,2,5,2,5,1,1,1,3,3,10,11,2,1,2,-1.245003899,0.6071603807,1.209946781
1693,1,6,4,7,1,1,5,2,5,5,5,0,10,95,1,1,2,2,1.545915455,-1.083208997,0.1821568978
1694,1,5,#NULL!,6,3,4,2,1,1,9,1,0,2,0,1,2,1,2,-0.3841948118,1.728447288,-0.5488275077
1603,1,6,4,9,4,2,1,5,5,5,2,0,9,90,4,1,1,2,1.477964045,1.362866795,-0.777575851
1604,1,2,#NULL!,6,4,4,3,4,4,5,4,4,8,30,1,2,1,2,1.547076234,1.0892557,0.8486286059
1545,1,6,5,9,2,4,3,3,3,4,1,2,5,80,1,1,1,2,-0.3418217449,0.7045407087,0.5567776238
1621,1,5,#NULL!,9,2,4,3,4,1,5,1,1,3,0,1,2,1,2,-0.6650292075,0.9158726186,0.797388295
1622,1,6,6,9,5,1,1,2,5,5,2,0,10,98,5,1,1,2,1.026346881,1.130470191,-1.747025537
1623,1,6,3,7,2,4,3,3,2,4,2,0,8,95,6,1,1,2,-0.3625461947,0.5474112152,0.586265325
1625,1,3,#NULL!,7,3,2,4,1,2,2,2,0,3,5,1,2,1,2,-1.038655035,-0.3132000847,0.183388352
572,1,6,2,7,2,1,5,5,1,1,1,0,3,50,1,1,1,2,-1.203764017,-0.5839143299,1.156378155
574,1,6,6,6,4,4,2,4,4,1,1,2,3,0,11,1,2,2,-0.1939381585,1.04913827,0.5629903344
1635,1,6,2,7,4,1,2,5,2,2,2,0,7,60,1,1,1,2,-0.1280311887,0.3698251267,-0.2934098991
1684,1,5,7,8,1,3,2,1,1,1,1,0,1,50,5,1,1,2,-2.117612207,-0.6012055151,-0.3384527738
1682,1,6,1,7,2,1,2,3,2,2,2,0,4,0,1,1,1,2,-0.7396296255,-0.5271684281,-0.7006426795
1514,1,2,#NULL!,7,3,4,3,4,3,3,2,0,2,0,9,2,1,2,0.0362074918,0.8005284096,0.9515095726
1163,1,3,#NULL!,7,3,5,5,1,3,9,1,0,2,0,1,2,1,2,0.2927428231,1.82731293,1.089314445
1164,1,6,2,7,5,2,1,1,1,9,1,0,2,0,9,1,1,2,-0.1545992832,1.956239612,-1.660137112
823,1,5,#NULL!,7,2,1,1,4,1,1,4,4,7,30,9,1,1,2,-0.4255795733,-1.013124856,-0.7214456286
824,1,6,1,7,3,1,2,1,1,2,1,2,2,50,6,2,1,2,-1.678084282,-0.3177879341,-1.061655928
1013,1,5,#NULL!,7,2,3,2,2,2,3,4,1,3,50,3,2,2,2,-0.1519515393,-0.3565539751,-0.1340432815
1014,1,2,#NULL!,7,4,5,3,2,1,2,1,0,1,0,1,2,1,2,-1.451423893,1.109848023,1.013875314
863,1,5,3,7,3,1,1,1,4,2,2,0,3,0,1,2,1,2,-0.3430487839,-0.2571692816,-1.617399798
865,1,3,#NULL!,7,5,4,2,4,1,1,1,12,5,0,1,1,1,2,-1.058958651,1.036408336,0.7777433012
383,1,4,#NULL!,7,5,2,1,2,3,4,4,3,2,0,5,2,1,2,0.7035345831,0.6173288293,-0.9511333728
384,1,6,2,7,5,1,1,2,5,5,4,0,9,60,6,1,1,2,1.635093538,0.7410187318,-1.606202956
815,1,6,2,8,2,1,1,2,5,3,1,0,5,75,1,1,2,2,-0.01179462537,-0.06357699641,-1.640050578
200029169,1,5,#NULL!,8,2,2,3,4,2,1,2,0,99,10,9,2,1,2,-0.0105206523,0.3280304129,-1.252296283
200029169,1,6,1,8,4,2,2,4,4,4,3,0,8,90,4,1,1,2,1.05319639,0.7668123092,-0.3362160985
200029169,1,3,#NULL!,8,2,2,1,2,5,3,1,0,2,0,3,1,1,2,-0.04808383604,0.1699793592,-1.240076855
43,1,2,#NULL!,5,3,1,2,1,1,1,1,40,6,0,1,2,1,2,-1.662671757,-1.38879857,-0.6543642644
1194,1,2,#NULL!,6,5,2,2,2,1,2,2,10,9,0,1,2,1,2,-0.8944789334,0.3768166888,-0.4368290854
1191,1,2,#NULL!,7,4,2,1,2,3,4,1,0,7,5,1,2,1,2,-0.2986747746,0.9704800814,-1.275687551
991,1,6,6,6,4,3,2,3,3,3,2,12,7,65,5,1,2,2,0.05335403289,0.5952271966,9.353057651e-05
994,1,5,5,5,3,1,3,3,4,2,4,10,6,20,1,2,2,2,0.7287613648,-0.8064422437,-0.108544436
374,1,6,5,7,3,4,5,4,3,1,2,0,4,10,1,2,1,2,-0.3292010222,0.3088142292,1.977073239
122,1,6,2,8,5,1,2,2,4,9,4,0,10,80,1,1,1,2,2.067699432,1.332158088,-1.417516525
122,1,3,#NULL!,7,2,2,3,2,2,5,2,0,7,0,4,2,1,2,-0.3444736415,0.09545803318,-0.3742805522
122,1,4,#NULL!,7,1,1,1,5,5,5,2,0,7,0,11,2,2,2,1.167763011,0.09475638427,-1.154688639
122,1,6,1,7,4,5,1,2,5,9,1,0,4,80,1,2,1,2,1.283969482,2.671485594,-0.6253168449
1103,1,5,#NULL!,7,4,1,1,2,4,4,3,0,99,30,1,2,1,2,1.391404413,1.093711371,-3.127556443
1104,1,6,2,8,3,1,1,2,5,5,2,0,4,99,1,1,1,2,0.7745561305,0.4198040803,-1.685798063
1293,1,5,#NULL!,7,1,1,2,3,1,2,1,2,9,50,10,2,1,2,-1.445283818,-0.7163461579,-0.8078893031
1294,1,6,2,7,3,2,2,4,5,4,2,0,8,90,1,1,1,2,0.9855610839,0.6645822889,-0.4597878737
1295,1,6,5,6,5,5,5,5,5,5,5,20,9,75,10,1,1,2,2.563930076,1.09129553,2.514203455
573,1,5,#NULL!,7,2,1,2,2,4,5,3,15,7,30,4,1,1,2,0.7312139444,-0.5624988339,-1.039923443
574,1,2,#NULL!,7,4,2,1,2,4,4,4,6,6,0,5,2,1,2,0.9892552784,0.2825400157,-1.050055572
534,1,2,#NULL!,7,1,1,1,2,1,1,1,0,5,0,9,2,1,2,-1.870215424,-0.9005108867,-1.35262307
594,1,2,#NULL!,7,2,1,2,9,4,4,1,0,5,0,1,1,1,2,1.179160717,0.728958217,0.2432727579
1212,1,6,1,7,3,1,2,5,2,5,1,4,10,80,1,1,1,2,0.07817852603,0.6802754118,-0.6044547075
1214,1,5,#NULL!,7,3,2,4,2,5,4,4,0,2,0,1,2,2,2,1.174480284,-0.131235349,0.2646860277
472,1,2,#NULL!,6,3,3,3,2,3,4,4,6,5,0,5,2,2,2,0.5253015674,0.004197080182,0.2491191162
475,1,6,4,7,3,2,3,2,4,4,4,0,10,70,1,1,1,2,0.89255008,-0.02849498215,-0.2896884858
471,1,6,2,5,3,1,2,2,2,3,3,0,6,5,9,1,2,2,-0.3131734814,-0.3003032683,-0.9335365051
1201,1,5,#NULL!,3,2,2,2,4,4,2,2,60,6,10,9,2,2,2,0.4186963659,-1.536078089,0.3769670431
963,1,6,3,7,1,2,5,5,5,3,1,0,2,0,1,2,1,2,0.4289685847,-0.1611999734,1.192191293
965,1,3,#NULL!,8,2,3,1,5,5,2,1,0,2,0,9,2,2,2,0.3221415371,0.5668423519,-0.1937993778
961,1,6,5,7,2,5,2,5,1,5,1,1,4,0,1,2,1,2,-0.4797062341,1.36440398,0.8796687541
962,1,6,5,6,3,5,2,2,3,2,2,20,4,0,1,2,2,2,-0.4445846496,0.2788512664,0.6766827556
573,1,6,7,7,5,1,2,1,4,5,3,0,6,60,1,1,1,2,0.7698715392,0.6859759834,-1.326881968
574,1,2,#NULL!,6,5,1,4,3,1,3,1,0,4,0,1,2,1,2,-0.8894818014,0.6381458172,0.1827941573
575,1,6,2,6,2,1,2,2,5,5,5,0,10,90,1,1,1,2,1.644855928,-0.5157370049,-1.167948167
1023,1,6,4,7,2,3,1,5,3,5,3,0,8,70,6,2,1,2,0.8742767181,0.6804039483,-0.3112233513
1021,1,6,3,6,5,5,1,2,5,2,1,10,2,0,1,2,2,2,0.07533645127,1.517474103,0.0470914805
621,1,6,2,4,2,2,2,4,2,3,2,5,99,30,6,1,2,2,0.3948173087,0.6348782035,-1.802206082
622,1,6,4,7,3,4,1,1,1,1,1,0,2,100,1,1,1,2,-1.918894605,0.4058686524,-0.4222918982
623,1,2,#NULL!,6,2,3,3,4,2,3,3,0,2,0,1,2,1,2,-0.08826183065,-0.01788020352,0.6845998916
1424,1,6,2,6,2,4,1,1,3,5,2,0,7,50,1,1,1,2,-0.2210965608,0.7006553961,-0.8409786161
1425,1,2,#NULL!,6,2,1,2,1,2,5,1,0,99,0,11,2,1,2,-0.1151371627,0.725969102,-3.036292198
643,1,6,3,7,2,2,3,4,1,4,1,3,9,75,6,1,1,2,-0.7748818071,0.2248099205,0.09161963668
644,1,6,5,7,5,1,3,5,1,1,1,0,8,20,11,2,1,2,-0.8596457674,0.6077882385,0.2193661973
645,1,3,#NULL!,9,1,5,5,1,2,5,1,0,2,0,1,2,2,2,-1.022146974,0.4245139278,1.379538615
573,1,5,5,8,2,1,1,1,2,3,1,0,4,0,1,2,1,2,-1.24060381,-0.2925662463,-1.709183384
574,1,6,1,8,2,2,4,4,4,4,2,2,6,87.5,1,2,2,2,0.535958905,0.07243201154,0.5296207642
571,1,6,2,8,2,1,2,2,5,4,2,0,5,50,1,2,1,2,0.4893534098,-0.1578022322,-1.1941377
1263,1,5,#NULL!,8,5,2,1,2,2,2,1,0,3,10,4,2,1,2,-0.9538866136,0.8817718587,-0.9990214755
1265,1,6,2,8,2,2,2,2,2,3,1,0,6,90,6,1,1,2,-1.045109872,0.006677879814,-0.7299969706
783,1,5,#NULL!,8,5,5,1,3,2,5,1,0,3,0,1,2,1,2,-0.2258935385,2.283580398,0.03520242616
784,1,6,1,8,2,1,1,1,5,5,5,0,10,30,6,1,1,2,1.452067632,-0.542118387,-1.833386203
33,1,5,#NULL!,7,2,1,1,1,1,1,1,0,5,70,10,2,1,2,-1.95931926,-0.6737173029,-1.539864123
34,1,2,#NULL!,7,2,4,1,1,2,5,1,0,3,0,1,2,1,2,-0.9037012283,0.8212812649,-0.793125547
701,1,6,2,7,3,1,1,2,1,1,1,2,4,0,3,2,1,2,-1.663759264,-0.2936795952,-1.271907664
702,1,6,1,8,3,2,2,3,3,5,2,0,7,90,1,1,1,2,0.2915770958,0.6494612617,-0.6425336198
704,1,2,#NULL!,7,4,5,2,2,1,1,1,0,4,0,5,2,1,2,-1.620902203,1.036862001,0.5780159854
904,1,2,#NULL!,7,1,3,3,4,4,4,3,5,8,40,1,1,1,2,0.7571402055,-0.1718841145,0.4588020127
204,1,6,5,4,4,3,2,4,5,2,4,30,7,0,1,2,1,2,1.43940851,-0.2183561154,0.514708433
205,1,6,2,7,2,3,4,4,4,4,2,3,6,60,1,1,1,2,0.5276957077,0.3051692624,0.8884729791
513,1,5,#NULL!,7,4,1,2,1,3,1,1,0,1,0,1,2,1,2,-1.098060274,-0.0427900029,-1.052888495
514,1,6,2,7,2,4,5,4,2,4,1,2,6,95,3,1,1,2,-0.4831844532,0.6214850009,1.702707651
515,1,5,#NULL!,4,1,1,2,1,2,1,3,50,8,5,1,1,2,2,-0.8460981261,-2.623469907,-0.5420443933
144,1,6,1,9,1,2,5,3,4,5,1,10,8,50,1,1,1,2,0.1790913054,-0.2564088501,0.6728915879
145,1,5,5,9,1,1,4,2,4,4,4,12,8,30,1,2,1,2,0.741582729,-1.336265681,-0.06123990858
774,1,2,#NULL!,9,4,3,2,3,2,1,1,5,4,0,1,2,1,2,-1.037233826,0.5442466845,0.1023084205
664,1,5,#NULL!,9,5,1,1,5,4,2,2,0,6,0,9,2,2,2,0.6517542507,0.8497355503,-0.7934419707
314,1,2,#NULL!,9,1,1,3,5,4,2,2,4,6,0,3,2,1,2,0.2626487969,-0.7320216031,0.07867796744
262,1,5,#NULL!,8,3,3,1,4,4,4,2,0,4,80,1,1,1,2,0.5971509341,0.930127512,-0.4589830443
263,1,2,#NULL!,9,5,5,5,5,5,5,5,0,3,0,1,2,1,2,2.424554217,1.532186619,2.405399895
743,1,2,#NULL!,9,1,1,2,4,4,1,3,3,3,0,1,2,1,2,0.1584180769,-1.123523083,-0.4108984138
283,1,6,4,8,3,2,2,2,4,5,2,0,8,90,4,1,1,2,0.450909739,0.5910910122,-0.9088027615
571,1,6,2,8,1,4,2,5,1,9,1,0,6,2,9,2,1,2,0.2084133385,1.516216508,0.1733993708
573,1,6,4,9,3,2,3,3,3,3,4,0,8,90,1,1,1,2,0.5337292418,-0.1531301218,0.06677711502
574,1,2,#NULL!,6,5,1,2,5,1,5,1,0,3,0,1,1,1,2,-0.1330697191,1.347632552,-0.4432895305
575,1,6,2,4,3,1,2,3,4,4,1,7,7,90,1,1,2,2,0.1800470407,0.2758755994,-0.9459751604
833,1,6,7,9,3,3,2,3,4,3,4,0,8,100,3,1,1,2,0.8627869174,0.2213084346,-0.08272142986
832,1,6,2,9,3,2,3,3,3,3,3,0,3,60,1,1,1,2,0.1864615753,-0.001641419396,0.09121370366
671,1,6,2,9,4,2,4,4,2,4,2,4,5,60,1,2,1,2,0.05614312225,0.6018150806,0.6916592691
673,1,6,3,9,3,2,4,2,2,4,2,3,5,15,1,1,2,2,-0.434189041,0.08455751893,0.2431990534
22,1,5,#NULL!,4,2,1,1,3,2,1,1,0,6,25,3,1,1,2,-1.22517972,-0.4172206369,-1.181045695
25,1,3,#NULL!,9,2,2,2,2,1,2,1,0,4,0,10,2,1,2,-1.595533009,-0.2229128983,-0.5818938933
1321,1,6,3,8,4,4,3,4,2,5,2,0,4,0,11,2,1,2,0.194546374,1.459564299,0.8328996739
1703,1,3,#NULL!,8,5,2,2,5,2,2,2,0,3,0,1,2,2,2,-0.06962090624,0.927269427,0.1449303626
1704,1,6,2,8,2,1,3,2,2,3,1,1,6,50,6,2,1,2,-1.026402474,-0.353439503,-0.6105462764
1333,1,6,3,8,2,1,1,5,1,2,1,0,99,90,6,1,1,2,-0.2681176091,0.6602094668,-2.400401896
1493,1,4,#NULL!,8,2,3,2,3,4,5,4,0,7,0,1,2,2,2,1.135867932,0.2319861575,-0.2325006113
1494,1,6,2,8,1,1,2,4,4,4,2,0,9,90,4,1,1,2,0.4581194545,-0.286919178,-0.8268528494
1495,1,3,#NULL!,9,2,1,5,5,4,5,2,0,6,5,4,1,2,2,0.9240705208,0.06562319198,0.7526414958
1483,1,4,#NULL!,9,2,2,1,2,1,3,1,0,3,30,1,2,1,2,-1.412828752,0.02294419189,-1.094675726
1484,1,6,2,7,4,3,1,3,4,5,2,0,6,90,1,1,1,2,0.7153342645,1.347787763,-0.7536656258
1485,1,3,#NULL!,9,3,3,3,4,1,5,1,0,99,0,1,2,2,2,0.1944336249,1.76956725,-1.195869064
292,1,6,4,8,2,1,2,2,1,5,1,0,8,80,1,1,1,2,-0.9763771542,0.0768243583,-1.217966856
293,1,6,3,6,1,1,2,4,2,5,1,0,6,25,1,2,1,2,-0.3681329896,-0.0220120312,-0.82853469
253,1,6,7,8,3,5,4,5,2,1,1,0,2,65,4,1,1,2,-0.8186837458,0.8858327371,2.089961698
254,1,2,#NULL!,6,2,4,1,1,1,3,1,0,4,0,1,2,1,2,-1.622416678,0.4401302084,-0.6238062863
684,1,2,#NULL!,6,3,4,3,4,1,2,2,5,6,0,3,2,1,2,-0.7874122848,0.4573664977,1.089872279
1271,1,2,#NULL!,9,3,3,4,5,4,3,2,0,99,0,3,2,1,2,1.3415242,1.371037652,-0.4447241404
1273,1,6,7,8,1,2,3,3,2,3,1,3,8,90,1,1,2,2,-0.9253347931,-0.3561762183,-0.08832944713
1274,1,2,#NULL!,4,3,1,3,2,2,2,2,20,6,0,1,2,1,2,-0.7193674869,-0.8512853006,-0.253024386
71,1,6,6,9,4,4,2,3,4,5,2,0,5,0,4,1,1,2,0.6958289918,1.518492417,0.06889347105
73,1,2,#NULL!,6,5,5,4,5,5,4,4,1,6,0,1,2,1,2,1.951432195,1.62559275,1.91836551
74,1,6,2,8,5,5,4,1,1,5,1,0,99,90,5,2,1,2,-0.1999749455,2.5539049,-0.6251611502
391,1,4,#NULL!,8,2,5,2,4,1,1,1,1,8,90,1,1,1,2,-1.406869549,0.5903170063,0.8941315156
451,1,2,#NULL!,6,2,2,3,3,2,3,3,2,3,0,9,1,2,2,-0.2499146564,-0.4209206285,0.1319811803
452,1,6,1,8,2,2,3,3,3,2,1,5,6,15,1,1,2,2,-0.6777293198,-0.2253754272,0.02079939876
1444,1,6,5,9,3,3,3,5,5,5,4,1,99,20,1,2,1,2,2.688027353,1.432631123,-0.9541727715
1445,1,3,#NULL!,9,2,1,1,5,4,4,2,6,1,15,3,1,1,2,0.7164170666,0.0190520911,-0.8528016245
344,1,6,2,8,4,4,2,4,2,4,2,0,3,50,3,2,2,2,-0.00612781799,1.355133166,0.4660206212
345,1,3,#NULL!,9,5,5,1,5,5,5,1,0,3,0,1,1,1,2,1.186718974,2.609664008,0.3299428252
61,1,4,#NULL!,9,3,4,1,1,1,1,1,0,2,0,5,2,1,2,-1.918894605,0.4058686524,-0.4222918982
61,1,6,2,7,3,2,2,2,2,1,1,0,7,95,6,1,1,2,-1.318190886,-0.003999843105,-0.5802177892
61,1,3,#NULL!,9,3,5,5,5,4,2,2,0,2,0,11,1,2,2,0.3687362326,0.8690557237,2.454551477
331,1,6,2,8,3,2,3,3,3,3,1,0,6,80,6,1,1,2,-0.4066871406,0.4035325955,-0.08409901469
333,1,3,#NULL!,8,3,2,2,2,3,2,1,2,99,0,1,2,1,2,-0.05660219744,0.8843000528,-2.25914967
124,1,6,2,9,5,1,1,5,5,9,2,0,8,95,4,1,2,2,2.352312735,2.130190997,-1.379253389
933,1,5,3,8,3,5,2,5,5,2,2,0,7,10,1,2,2,2,0.747309066,1.182808993,0.9564380476
934,1,6,1,8,4,2,2,4,2,4,2,0,8,80,1,1,2,2,0.05865163282,0.8801591776,-0.3166817557
1363,1,5,3,9,4,1,4,2,1,5,1,0,5,100,1,1,1,2,-0.7924051445,0.5595904571,-0.2098376854
492,1,5,#NULL!,9,2,1,2,4,2,2,1,0,3,0,11,2,2,2,-0.8640991109,-0.2392789764,-0.5368238429
493,1,5,#NULL!,8,3,1,2,3,3,2,1,0,7,30,1,1,2,2,-0.5788710924,0.05768382948,-0.8337067214
303,1,5,#NULL!,9,4,2,1,4,4,5,1,0,10,90,1,1,1,2,0.6427519308,1.417843414,-1.02431065
425,1,2,#NULL!,9,3,3,2,2,3,4,2,5,4,0,1,2,1,2,-0.1048581294,0.4809031785,-0.324902537
404,1,6,3,8,3,2,2,2,3,2,2,40,7,0,2,1,1,2,-0.289928805,-0.9570442218,-0.2074940266
1471,1,4,#NULL!,4,4,2,4,4,2,2,4,3,5,0,3,2,1,2,0.284681199,-0.1056603865,0.9505258624
1472,1,6,6,8,2,3,4,4,3,3,1,0,5,80,1,1,1,2,-0.3370885781,0.3474436662,0.9257011357
1474,1,5,#NULL!,8,3,4,1,4,3,5,3,0,5,0,1,2,1,2,0.7488836723,1.140753888,-0.09849068196
723,1,6,6,9,1,2,2,1,1,1,3,6,4,0,1,1,1,2,-1.437002758,-1.362769679,-0.551166793
724,1,5,5,6,3,4,3,5,4,4,5,1,2,0,11,2,1,2,1.69208253,0.5225640604,1.242239123
725,1,2,#NULL!,9,3,2,9,4,4,4,2,0,4,0,1,2,1,2,0.6195312087,0.04439327189,2.849382533
1233,1,6,4,8,5,1,1,5,5,5,1,0,8,100,1,1,1,2,1.277283023,1.620409642,-1.149236584
1234,1,2,#NULL!,6,2,2,2,3,5,5,2,20,6,0,3,2,2,2,0.9601336405,-0.1007597711,-0.5154591465
1235,1,6,2,4,5,4,3,5,5,5,2,10,7,10,1,1,2,2,1.587742981,1.791995949,0.9948007992
183,1,2,#NULL!,4,2,1,2,2,1,1,4,0,7,0,1,2,1,2,-0.8261145814,-1.203998638,-0.7235499585
184,1,6,2,6,2,3,2,1,1,1,2,0,4,0,1,2,2,2,-1.683444018,-0.4366675506,-0.3072777546
185,1,5,4,9,4,3,2,3,2,2,2,0,3,0,4,1,2,2,-0.5682162668,0.6427491162,0.05532236179
322,1,2,#NULL!,6,4,2,4,2,2,9,2,0,4,0,1,2,1,2,0.6050692692,1.357374834,-0.1150324544
324,1,5,#NULL!,8,4,2,4,2,2,9,1,0,4,0,1,2,1,2,0.2967964554,1.548169925,-0.1768212103
325,1,6,4,8,2,1,2,2,1,5,1,0,8,80,1,1,1,2,-0.9763771542,0.0768243583,-1.217966856
654,1,2,#NULL!,6,5,2,2,4,2,5,2,0,4,0,1,2,1,2,0.3216434389,1.355607401,-0.2995314003
1582,1,6,7,8,2,3,1,2,2,3,2,0,6,60,5,1,1,2,-0.7509153539,0.151597234,-0.7770452103
1584,1,2,#NULL!,6,2,3,4,2,4,3,2,0,2,10,1,2,1,2,-0.09228130211,-0.0381224236,0.5818385018
563,1,2,#NULL!,8,3,2,1,4,2,4,2,0,4,0,1,2,1,2,-0.07622870996,0.5955391008,-0.7258984618
564,1,5,#NULL!,8,4,4,2,4,2,1,1,0,1,0,9,2,1,2,-0.9050662463,1.004773367,0.6575761736
561,1,6,2,9,3,1,1,5,5,5,1,0,6,80,4,1,1,2,1.056688155,0.9411886422,-1.156989386
172,1,6,1,9,2,2,1,2,4,1,1,0,1,10,1,1,1,2,-0.7823972271,-0.2268942528,-1.036267456
173,1,6,7,6,1,4,4,4,5,5,4,6,8,80,1,1,1,2,1.593161015,0.005352011811,1.222905556
174,1,5,5,8,3,4,2,5,4,2,1,0,2,8,10,2,2,2,0.06979772708,1.038433395,0.6732976694
62,1,6,3,9,3,4,2,5,5,2,1,0,1,0,9,1,1,2,0.4051347281,1.069296229,0.649881189
982,1,6,5,2,3,2,3,5,3,2,2,50,4,0,1,2,2,2,0.3089581949,-0.9883647734,1.032541249
984,1,6,2,9,4,3,2,1,2,5,1,0,8,98,6,1,1,2,-0.6456311522,1.188371653,-0.728270956
106,1,3,#NULL!,9,1,5,4,2,1,3,1,2,2,0,5,2,1,2,-1.548986889,0.170225613,1.338617354
1094,1,6,2,9,3,2,2,1,3,1,2,2,5,0,3,2,1,2,-0.8647241375,-0.3255548922,-0.7117355711
1303,1,1,#NULL!,8,1,3,2,5,2,2,1,0,1,0,11,2,2,2,-0.8163778149,0.03248526166,0.3813843808
1305,1,2,#NULL!,9,2,2,1,2,1,1,1,2,4,0,1,2,1,2,-1.779150027,-0.3682886289,-0.9447906175
1654,1,2,#NULL!,8,4,2,3,5,5,5,2,1,3,50,1,2,1,2,1.438171317,1.134147679,0.2506592845
1655,1,6,4,6,1,2,1,2,2,2,1,3,8,90,9,1,1,2,-1.31099831,-0.4791274555,-1.137891604
924,1,2,#NULL!,9,2,2,5,4,1,1,1,3,9,50,10,2,1,2,-1.347577487,-0.4577709268,1.224624831
925,1,5,#NULL!,9,5,1,5,5,1,1,5,5,10,0,1,2,1,2,0.4145609316,-0.4188327713,1.3992506
573,1,5,2,8,5,2,2,4,4,4,1,0,4,70,11,2,2,2,0.5079533438,1.448706602,-0.3696918646
574,1,6,1,8,3,3,4,5,5,5,2,1,9,95,1,1,2,2,1.370760374,1.028132055,0.9313814291
